order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit,is_returned,order_month,order_year
O01456,2024-10-28,C0791,P0636,S017,In-Store,3,168.98,0.0,506.94,119.44,148.61999999999998,0,2024-10,2024
O01457,2024-12-28,C0168,P0979,S000,In-Store,1,117.11,0.0,117.11,65.36,51.75,0,2024-12,2024
O01458,2024-07-23,C0526,P0889,S058,In-Store,1,13.19,0.2,10.55,9.16,3.2239999999999998,0,2024-07,2024
O01459,2025-03-13,C0056,P0239,S048,In-Store,1,322.42,0.2,257.94,167.25,124.13600000000002,0,2025-03,2025
O01460,2023-12-31,C0076,P0166,S052,In-Store,1,344.93,0.1,310.44,174.83,153.09,0,2023-12,2023
O01461,2024-07-23,C0026,P0098,S024,In-Store,2,120.73,0.0,241.46,70.55,100.36000000000001,0,2024-07,2024
O01462,2023-06-07,C0285,P0164,Online,Online,1,58.32,0.0,58.32,29.62,28.7,0,2023-06,2023
O01463,2024-11-16,C0329,P0111,S049,In-Store,1,184.61,0.05,175.38,108.89,71.93400000000001,0,2024-11,2024
O01464,2023-09-03,C0534,P0401,S017,In-Store,1,93.92,0.2,75.14,58.66,28.208000000000006,0,2023-09,2023
O01465,2024-06-13,C0642,P0294,Online,Online,1,139.28,0.1,125.35,76.63,56.385000000000005,0,2024-06,2024
O01466,2025-02-04,C0286,P0553,Online,Online,1,31.56,0.2,25.25,19.59,9.575999999999999,1,2025-02,2025
O01467,2023-06-28,C0613,P0576,S003,In-Store,1,323.53,0.2,258.82,179.67,115.088,0,2023-06,2023
O01468,2024-12-22,C0743,P0825,S026,In-Store,1,138.88,0.05,131.94,97.93,38.90249999999999,0,2024-12,2024
O01469,2024-12-31,C0352,P0039,S005,In-Store,1,29.71,0.2,23.77,14.86,11.880000000000003,0,2024-12,2024
O01470,2024-02-01,C0485,P0787,S010,In-Store,2,220.2,0.0,440.4,178.71,82.97999999999996,0,2024-02,2024
O01471,2025-01-18,C0269,P0046,S033,In-Store,1,53.96,0.1,48.56,28.38,23.022000000000002,0,2025-01,2025
O01472,2024-05-13,C0199,P0406,Online,Online,2,76.46,0.05,145.27,54.72,41.30599999999999,0,2024-05,2024
O01473,2023-11-05,C0135,P0643,S059,In-Store,1,252.43,0.05,239.81,137.05,109.61099999999999,0,2023-11,2023
O01474,2025-01-24,C0410,P0222,S059,In-Store,2,213.61,0.0,427.22,116.95,193.32000000000002,0,2025-01,2025
O01475,2024-02-13,C0209,P0336,S005,In-Store,30,310.73,0.05,8855.800000000001,177.08,3809.0249999999996,0,2024-02,2024
O01476,2025-04-09,C0115,P0448,S015,In-Store,2,117.04,0.1,210.67,101.16,28.584000000000017,0,2025-04,2025
O01477,2024-06-22,C0507,P1118,S022,In-Store,1,179.99,0.2,143.99,140.01,31.984000000000016,0,2024-06,2024
O01478,2023-09-04,C0223,P0916,Online,Online,2,117.56,0.1,211.61,94.77,41.02200000000001,0,2023-09,2023
O01479,2024-11-07,C0606,P0100,S010,In-Store,1,31.75,0.1,28.57,21.37,9.341999999999999,0,2024-11,2024
O01480,2023-05-09,C0405,P0602,S052,In-Store,2,235.69,0.0,471.38,188.78,93.82,0,2023-05,2023
O01481,2024-01-23,C0291,P0108,Online,Online,1,29.29,0.05,27.83,26.08,3.0495000000000005,0,2024-01,2024
O01482,2025-03-11,C0104,P0815,S006,In-Store,1,186.83,0.05,177.49,105.96,76.82650000000001,0,2025-03,2025
O01483,2023-08-18,C0758,P1023,S010,In-Store,2,16.77,0.05,31.86,14.89,3.571999999999998,0,2023-08,2023
O01484,2023-08-29,C0165,P0188,S057,In-Store,1,302.59,0.05,287.46,172.73,123.36699999999998,0,2023-08,2023
O01485,2023-11-09,C0198,P0534,S026,In-Store,1,53.64,0.05,50.96,29.75,22.6955,0,2023-11,2023
O01486,2023-05-07,C0348,P1006,S043,In-Store,1,262.46,0.2,209.97,194.07,54.71199999999999,0,2023-05,2023
O01487,2025-03-08,C0436,P0474,S034,In-Store,1,140.16,0.05,133.15,80.82,56.373,0,2025-03,2025
O01488,2023-08-21,C0527,P0362,S020,In-Store,1,149.41,0.2,119.53,85.59,51.056,0,2023-08,2023
O01489,2023-11-20,C0234,P1172,S047,In-Store,2,354.52,0.0,709.04,179.72,349.59999999999997,0,2023-11,2023
O01490,2024-06-20,C0719,P0891,S040,In-Store,1,183.58,0.2,146.86,115.51,54.45600000000001,0,2024-06,2024
O01491,2024-04-28,C0121,P0928,S003,In-Store,2,175.55,0.2,280.88,114.06,98.38400000000001,1,2024-04,2024
O01492,2023-06-15,C0508,P0483,S033,In-Store,2,292.81,0.05,556.34,190.61,194.17999999999998,0,2023-06,2023
O01493,2023-07-02,C0015,P0747,S024,In-Store,1,127.24,0.05,120.88,84.49,40.6125,0,2023-07,2023
O01494,2024-08-08,C0175,P0369,Online,Online,2,314.41,0.1,565.94,197.87,209.77200000000005,0,2024-08,2024
O01495,2024-03-27,C0163,P0176,S043,In-Store,2,273.81,0.1,492.86,180.29,168.336,0,2024-03,2024
O01496,2024-08-19,C0343,P1104,S059,In-Store,1,354.64,0.0,354.64,188.32,166.32,0,2024-08,2024
O01497,2023-06-17,C0414,P1166,Online,Online,2,50.99,0.0,101.98,40.54,20.900000000000006,0,2023-06,2023
O01498,2024-08-03,C0788,P0356,Online,Online,1,98.78,0.05,93.84,61.12,35.777,0,2024-08,2024
O01499,2023-07-10,C0407,P0935,S002,In-Store,2,367.55,0.1,661.59,190.04,319.51800000000003,0,2023-07,2023
O01500,2024-01-28,C0638,P1109,Online,Online,1,200.18,0.0,200.18,121.02,79.16000000000001,0,2024-01,2024
O01501,2023-12-31,C0129,P0077,S051,In-Store,1,194.08,0.0,194.08,134.66,59.420000000000016,0,2023-12,2023
O01502,2024-08-04,C0708,P0470,S034,In-Store,1,224.53,0.2,179.62,131.35,74.54400000000001,0,2024-08,2024
O01503,2024-10-12,C0612,P0513,S018,In-Store,1,27.18,0.05,25.82,18.81,7.9515,0,2024-10,2024
O01504,2024-05-29,C0620,P0691,S039,In-Store,1,258.99,0.0,258.99,156.94,102.05000000000001,0,2024-05,2024
O01505,2023-04-25,C0290,P0710,S034,In-Store,1,23.5,0.2,18.8,14.07,7.5440000000000005,0,2023-04,2023
O01506,2023-05-07,C0769,P0073,S028,In-Store,1,10.3,0.0,10.3,5.33,4.970000000000001,0,2023-05,2023
O01507,2023-10-13,C0183,P0481,S025,In-Store,2,134.56,0.2,215.3,87.49,75.31200000000001,0,2023-10,2023
O01508,2023-12-26,C0200,P1104,S042,In-Store,1,354.64,0.05,336.91,188.32,158.004,0,2023-12,2023
O01509,2024-09-06,C0630,P0925,Online,Online,2,65.74,0.0,131.48,48.31,34.859999999999985,0,2024-09,2024
O01510,2024-09-14,C0065,P0944,S034,In-Store,1,64.12,0.2,51.3,41.35,18.216000000000005,0,2024-09,2024
O01511,2024-12-28,C0153,P1176,S032,In-Store,3,50.72,0.2,121.73,43.16,18.144000000000005,0,2024-12,2024
O01512,2023-09-22,C0157,P0265,Online,In-Store,1,145.45,0.05,138.18,85.12,57.31349999999998,1,2023-09,2023
O01513,2024-10-02,C0767,P0078,S034,In-Store,2,123.08,0.1,221.54,111.85,20.21400000000001,0,2024-10,2024
O01514,2023-10-05,C0000,P0816,S043,In-Store,3,235.03,0.05,669.84,146.6,252.0255,0,2023-10,2023
O01515,2023-05-06,C0712,P0551,S042,In-Store,2,170.18,0.1,306.32,143.77,47.538,0,2023-05,2023
O01516,2023-12-24,C0399,P0780,S021,In-Store,1,253.19,0.2,202.55,194.67,46.81600000000001,0,2023-12,2023
O01517,2024-07-18,C0031,P0255,Online,Online,1,21.15,0.05,20.09,17.85,3.134999999999997,0,2024-07,2024
O01518,2023-04-20,C0350,P0767,Online,Online,3,316.79,0.05,902.85,169.15,420.77400000000006,0,2023-04,2023
O01519,2023-05-11,C0402,P0943,S012,In-Store,1,181.12,0.05,172.06,104.17,73.1025,0,2023-05,2023
O01520,2024-09-02,C0626,P0602,Online,Online,1,235.69,0.05,223.91,188.78,44.564499999999995,0,2024-09,2024
O01521,2025-04-02,C0136,P1090,S054,In-Store,1,32.87,0.1,29.58,18.73,12.725999999999997,0,2025-04,2025
O01522,2024-08-31,C0227,P0398,S057,In-Store,3,218.44,0.0,655.32,149.41,207.09,0,2024-08,2024
O01523,2024-10-03,C0168,P0533,Online,Online,2,299.75,0.1,539.55,190.84,196.038,0,2024-10,2024
O01524,2024-07-20,C0779,P0691,S059,In-Store,1,258.99,0.2,207.19,156.94,81.64000000000001,0,2024-07,2024
O01525,2025-02-10,C0351,P0796,Online,Online,1,87.96,0.05,83.56,77.22,10.202999999999994,0,2025-02,2025
O01526,2023-10-01,C0603,P0453,S014,In-Store,1,104.45,0.1,94.01,63.58,36.78300000000001,0,2023-10,2023
O01527,2024-06-29,C0179,P0757,Online,Online,1,88.95,0.0,88.95,48.05,40.900000000000006,0,2024-06,2024
O01528,2023-04-26,C0400,P0756,S017,In-Store,2,338.92,0.2,542.27,181.6,251.71200000000005,0,2023-04,2023
O01529,2024-09-05,C0395,P1144,S039,In-Store,1,116.88,0.1,105.19,95.43,19.30499999999999,0,2024-09,2024
O01530,2023-06-17,C0791,P0588,S014,In-Store,3,165.38,0.0,496.14,131.59,101.36999999999998,0,2023-06,2023
O01531,2024-04-29,C0643,P0245,Online,In-Store,2,271.37,0.0,542.74,152.12,238.5,0,2024-04,2024
O01532,2023-12-11,C0115,P0985,S010,In-Store,3,57.24,0.0,171.72,33.91,69.99000000000001,0,2023-12,2023
O01533,2024-11-05,C0721,P0683,S017,In-Store,1,27.06,0.0,27.06,14.77,12.29,0,2024-11,2024
O01534,2024-02-16,C0372,P0430,S005,In-Store,1,126.13,0.1,113.52,78.96,42.453,0,2024-02,2024
O01535,2024-01-29,C0110,P0669,S012,In-Store,1,95.28,0.0,95.28,75.05,20.230000000000004,0,2024-01,2024
O01536,2025-02-27,C0177,P0749,S013,In-Store,1,165.09,0.2,132.07,141.67,18.736000000000015,0,2025-02,2025
O01537,2024-07-08,C0537,P0199,Online,Online,2,115.92,0.2,185.47,58.8,91.39200000000001,0,2024-07,2024
O01538,2023-09-06,C0324,P0093,Online,Online,3,243.56,0.1,657.61,140.32,278.74800000000005,0,2023-09,2023
O01539,2024-02-23,C0153,P0223,Online,Online,1,69.61,0.0,69.61,40.18,29.43,0,2024-02,2024
O01540,2024-05-12,C0362,P0363,S039,In-Store,1,382.32,0.0,382.32,193.08,189.23999999999998,0,2024-05,2024
O01541,2024-04-16,C0536,P0968,S038,In-Store,1,177.96,0.05,169.06,113.75,60.999500000000005,0,2024-04,2024
O01542,2023-08-11,C0006,P0556,S015,In-Store,1,44.06,0.1,39.65,35.31,7.875,0,2023-08,2023
O01543,2023-08-09,C0140,P0677,S058,In-Store,2,244.62,0.2,391.39,158.03,138.544,0,2023-08,2023
O01544,2023-07-16,C0332,P1195,S050,In-Store,1,21.82,0.2,17.46,15.31,5.208,0,2023-07,2023
O01545,2024-01-15,C0286,P0611,S008,In-Store,1,121.34,0.2,97.07,90.75,24.472000000000005,0,2024-01,2024
O01546,2024-03-26,C0522,P0690,S057,In-Store,1,140.54,0.1,126.49,86.13,48.969,0,2024-03,2024
O01547,2023-07-03,C0347,P1038,S023,In-Store,1,95.34,0.1,85.81,65.07,27.24300000000001,0,2023-07,2023
O01548,2023-11-09,C0628,P0589,Online,Online,1,138.7,0.05,131.76,78.78,56.923999999999985,0,2023-11,2023
O01549,2024-01-02,C0629,P0243,S051,In-Store,1,62.91,0.2,50.33,51.07,9.471999999999998,0,2024-01,2024
O01550,2023-11-13,C0026,P0278,S000,In-Store,1,267.49,0.0,267.49,167.82,99.67000000000002,0,2023-11,2023
O01551,2025-03-03,C0314,P0762,S037,In-Store,1,116.9,0.05,111.06,69.03,45.4765,0,2025-03,2025
O01552,2024-06-19,C0242,P0268,S052,In-Store,2,128.63,0.0,257.26,95.03,67.19999999999999,0,2024-06,2024
O01553,2024-01-25,C0324,P0141,Online,Online,3,30.16,0.1,81.43,16.63,36.531000000000006,0,2024-01,2024
O01554,2024-09-25,C0034,P1068,Online,Online,2,222.82,0.2,356.51,121.13,162.704,1,2024-09,2024
O01555,2023-06-22,C0186,P0205,Online,Online,2,14.31,0.1,25.76,7.9,11.538,0,2023-06,2023
O01556,2023-09-03,C0537,P0784,S039,In-Store,1,285.28,0.2,228.22,163.18,97.67999999999998,0,2023-09,2023
O01557,2024-01-27,C0706,P0454,Online,In-Store,2,57.81,0.2,92.5,39.64,29.072000000000003,0,2024-01,2024
O01558,2024-09-18,C0299,P0846,Online,Online,1,257.54,0.0,257.54,178.48,79.06000000000003,0,2024-09,2024
O01559,2023-12-29,C0527,P0343,S018,In-Store,1,135.09,0.05,128.34,81.63,50.787000000000006,0,2023-12,2023
O01560,2023-11-02,C0071,P1076,Online,Online,1,67.84,0.05,64.45,57.08,10.222000000000005,0,2023-11,2023
O01561,2023-07-27,C0108,P0273,Online,Online,3,125.14,0.0,375.42,85.9,117.71999999999998,0,2023-07,2023
O01562,2024-06-05,C0621,P0293,S041,In-Store,2,259.84,0.0,519.68,179.45,160.77999999999997,0,2024-06,2024
O01563,2023-09-15,C0639,P0189,Online,Online,2,177.09,0.0,354.18,159.18,35.81999999999999,0,2023-09,2023
O01564,2023-11-30,C0532,P0501,S031,In-Store,1,310.14,0.05,294.63,170.77,132.40149999999997,0,2023-11,2023
O01565,2024-03-08,C0566,P0948,S034,In-Store,1,335.29,0.05,318.53,176.34,151.0025,0,2024-03,2024
O01566,2024-11-26,C0413,P1062,S042,In-Store,2,206.93,0.2,331.09,127.71,126.75200000000002,0,2024-11,2024
O01567,2023-07-14,C0185,P0716,S020,In-Store,2,380.68,0.1,685.22,192.9,338.004,1,2023-07,2023
O01568,2024-04-06,C0371,P1151,S030,In-Store,1,258.14,0.05,245.23,196.34,58.70999999999998,0,2024-04,2024
O01569,2024-11-30,C0584,P0066,S039,In-Store,1,224.19,0.0,224.19,172.43,51.75999999999999,0,2024-11,2024
O01570,2023-09-25,C0794,P0928,Online,In-Store,1,175.55,0.05,166.77,114.06,58.41550000000001,0,2023-09,2023
O01571,2023-05-13,C0401,P0108,S011,In-Store,2,29.29,0.2,46.86,26.08,5.136000000000002,0,2023-05,2023
O01572,2024-02-06,C0660,P0960,Online,Online,1,169.27,0.2,135.42,102.95,53.05600000000001,0,2024-02,2024
O01573,2024-09-05,C0203,P0907,S046,In-Store,1,221.46,0.05,210.39,177.15,42.094500000000004,0,2024-09,2024
O01574,2023-10-27,C0671,P1193,S053,In-Store,2,169.77,0.0,339.54,104.94,129.66000000000003,0,2023-10,2023
O01575,2023-05-16,C0176,P0317,S036,In-Store,2,171.54,0.05,325.93,89.36,156.14199999999997,0,2023-05,2023
O01576,2023-06-04,C0175,P0206,S051,In-Store,2,44.72,0.1,80.5,38.98,10.332000000000004,0,2023-06,2023
O01577,2023-05-14,C0599,P0154,S015,In-Store,2,179.52,0.05,341.09,112.41,127.50900000000001,0,2023-05,2023
O01578,2024-03-07,C0170,P0665,S044,In-Store,1,9.37,0.05,8.9,8.49,0.835999999999999,0,2024-03,2024
O01579,2024-01-07,C0553,P0416,S017,In-Store,1,166.68,0.1,150.01,149.54,15.426000000000014,0,2024-01,2024
O01580,2025-01-06,C0125,P1001,S029,In-Store,1,125.39,0.2,100.31,71.57,43.05600000000001,0,2025-01,2025
O01581,2023-06-02,C0402,P0593,Online,Online,3,71.58,0.0,214.74,37.74,101.51999999999998,0,2023-06,2023
O01582,2024-03-19,C0267,P0519,S017,In-Store,3,89.59,0.2,215.02,53.32,87.048,0,2024-03,2024
O01583,2023-12-21,C0742,P0238,Online,Online,2,30.72,0.2,49.15,27.46,5.2159999999999975,1,2023-12,2023
O01584,2024-05-26,C0596,P0898,Online,Online,2,204.25,0.05,388.07,167.86,69.14099999999998,0,2024-05,2024
O01585,2023-09-16,C0165,P0113,S042,In-Store,2,238.0,0.2,380.8,128.94,174.496,0,2023-09,2023
O01586,2024-08-09,C0509,P0230,Online,Online,1,73.43,0.1,66.09,47.04,23.75100000000001,0,2024-08,2024
O01587,2024-07-19,C0571,P1062,Online,Online,1,206.93,0.05,196.58,127.71,75.25900000000001,0,2024-07,2024
O01588,2025-02-14,C0691,P0201,Online,Online,3,63.7,0.1,171.99,52.5,30.24000000000001,0,2025-02,2025
O01589,2023-12-03,C0572,P0111,S011,In-Store,1,184.61,0.0,184.61,108.89,75.72000000000001,0,2023-12,2023
O01590,2023-08-21,C0271,P1135,S051,In-Store,3,65.37,0.2,156.89,47.87,42.00000000000002,0,2023-08,2023
O01591,2024-01-18,C0518,P1165,S043,In-Store,1,111.55,0.05,105.97,73.86,35.805499999999995,1,2024-01,2024
O01592,2023-07-10,C0739,P0762,S022,In-Store,3,116.9,0.05,333.17,69.03,136.42950000000002,0,2023-07,2023
O01593,2023-12-22,C0547,P0807,S051,In-Store,1,135.25,0.0,135.25,80.88,54.370000000000005,0,2023-12,2023
O01594,2023-07-23,C0284,P0618,Online,Online,2,223.33,0.2,357.33,167.65,89.08800000000002,0,2023-07,2023
O01595,2023-10-07,C0586,P1175,S029,In-Store,1,26.47,0.0,26.47,23.03,3.4399999999999977,1,2023-10,2023
O01596,2025-01-31,C0166,P0430,S036,In-Store,1,126.13,0.0,126.13,78.96,47.17,1,2025-01,2025
O01597,2024-05-02,C0152,P1182,Online,Online,2,275.08,0.1,495.14,167.92,192.888,0,2024-05,2024
O01598,2023-09-22,C0094,P0620,Online,Online,3,263.03,0.1,710.18,158.38,282.55499999999995,0,2023-09,2023
O01599,2023-04-15,C0752,P1047,Online,Online,1,126.31,0.05,119.99,79.41,44.55500000000001,0,2023-04,2023
O01600,2024-10-09,C0590,P0851,S005,In-Store,1,70.32,0.05,66.8,37.63,31.055499999999988,0,2024-10,2024
O01601,2025-01-26,C0511,P0190,S007,In-Store,1,232.24,0.05,220.63,136.2,91.23800000000001,0,2025-01,2025
O01602,2023-08-07,C0648,P0309,S007,In-Store,1,364.92,0.05,346.67,199.47,157.1775,0,2023-08,2023
O01603,2024-02-16,C0703,P0942,S048,In-Store,2,193.87,0.05,368.35,173.54,38.627000000000024,0,2024-02,2024
O01604,2025-02-05,C0620,P0182,Online,Online,2,60.65,0.2,97.04,47.71,20.703999999999997,0,2025-02,2025
O01605,2024-05-03,C0132,P0370,Online,Online,1,106.39,0.0,106.39,58.2,48.19,0,2024-05,2024
O01606,2024-09-18,C0740,P0702,S059,In-Store,3,286.8,0.2,688.32,178.57,259.75200000000007,0,2024-09,2024
O01607,2024-07-19,C0202,P0438,Online,Online,2,270.3,0.05,513.57,193.94,145.08400000000003,0,2024-07,2024
O01608,2024-08-17,C0345,P0426,S042,In-Store,1,289.27,0.05,274.81,184.02,99.98749999999997,0,2024-08,2024
O01609,2024-06-10,C0681,P0617,S006,In-Store,1,43.85,0.05,41.66,29.61,13.528,0,2024-06,2024
O01610,2024-01-18,C0288,P0360,Online,Online,1,46.47,0.1,41.82,26.3,18.153,0,2024-01,2024
O01611,2025-01-25,C0571,P0808,S008,In-Store,1,276.8,0.1,249.12,185.54,82.13400000000001,0,2025-01,2025
O01612,2024-12-21,C0590,P0668,S009,In-Store,2,153.87,0.1,276.97,89.56,115.75800000000001,0,2024-12,2024
O01613,2023-12-19,C0017,P0510,Online,Online,2,156.58,0.1,281.84,142.22,25.848000000000024,0,2023-12,2023
O01614,2024-04-25,C0358,P0779,S004,In-Store,1,113.02,0.0,113.02,78.45,34.56999999999999,0,2024-04,2024
O01615,2024-11-14,C0219,P1165,S008,In-Store,2,111.55,0.2,178.48,73.86,60.304,0,2024-11,2024
O01616,2024-01-29,C0794,P0199,Online,Online,2,115.92,0.2,185.47,58.8,91.39200000000001,0,2024-01,2024
O01617,2024-09-16,C0282,P0390,S022,In-Store,3,178.02,0.1,480.65,92.46,231.01200000000006,0,2024-09,2024
O01618,2024-09-06,C0396,P0628,S008,In-Store,2,112.51,0.05,213.77,63.59,92.948,0,2024-09,2024
O01619,2023-11-29,C0265,P0153,S049,In-Store,2,56.67,0.05,107.67,28.68,53.181000000000004,1,2023-11,2023
O01620,2024-06-16,C0493,P0110,S023,In-Store,2,280.19,0.05,532.36,170.81,207.82199999999997,0,2024-06,2024
O01621,2025-02-28,C0570,P1013,Online,Online,2,325.64,0.05,618.72,185.11,267.00699999999995,0,2025-02,2025
O01622,2023-09-29,C0062,P0907,S005,In-Store,3,221.46,0.2,531.5,177.15,106.34400000000001,0,2023-09,2023
O01623,2024-08-21,C0604,P0045,S008,In-Store,1,198.66,0.05,188.73,171.01,26.267500000000005,0,2024-08,2024
O01624,2024-03-21,C0543,P0219,S016,In-Store,1,125.63,0.05,119.35,73.95,49.09599999999999,0,2024-03,2024
O01625,2024-07-09,C0700,P0015,Online,Online,1,157.98,0.1,142.18,82.15,68.24699999999999,0,2024-07,2024
O01626,2025-04-06,C0060,P0255,Online,Online,2,21.15,0.1,38.07,17.85,5.939999999999995,0,2025-04,2025
O01627,2025-04-06,C0415,P1016,S049,In-Store,3,321.0,0.2,770.4,186.81,322.05600000000004,0,2025-04,2025
O01628,2024-04-13,C0636,P0631,S023,In-Store,1,30.95,0.2,24.76,17.8,10.52,0,2024-04,2024
O01629,2024-05-12,C0797,P0712,S027,In-Store,1,124.0,0.05,117.8,108.42,14.800999999999998,0,2024-05,2024
O01630,2023-09-26,C0257,P0982,S008,In-Store,1,83.76,0.1,75.38,51.39,29.133000000000006,0,2023-09,2023
O01631,2024-10-06,C0002,P0226,Online,Online,2,122.21,0.0,244.42,86.87,70.67999999999998,1,2024-10,2024
O01632,2024-03-20,C0396,P1053,Online,Online,2,94.13,0.05,178.85,74.28,37.71499999999999,0,2024-03,2024
O01633,2024-03-15,C0754,P0844,S006,In-Store,2,106.04,0.2,169.66,72.11,54.28800000000001,0,2024-03,2024
O01634,2024-05-05,C0781,P0184,S027,In-Store,1,207.61,0.0,207.61,118.02,89.59000000000002,0,2024-05,2024
O01635,2024-02-01,C0529,P0199,S042,In-Store,1,115.92,0.1,104.33,58.8,51.40800000000001,0,2024-02,2024
O01636,2025-03-08,C0151,P0093,Online,Online,2,243.56,0.0,487.12,140.32,206.48000000000002,0,2025-03,2025
O01637,2023-09-10,C0721,P0124,S012,In-Store,1,76.7,0.0,76.7,57.83,18.870000000000005,0,2023-09,2023
O01638,2025-03-01,C0104,P0504,Online,Online,4,23.22,0.05,88.24,13.96,35.18799999999999,0,2025-03,2025
O01639,2024-04-25,C0048,P0589,S033,In-Store,2,138.7,0.1,249.66,78.78,107.85599999999998,0,2024-04,2024
O01640,2023-12-28,C0204,P0820,Online,Online,1,310.73,0.05,295.19,193.38,111.48250000000002,0,2023-12,2023
O01641,2024-11-30,C0578,P0891,Online,Online,1,183.58,0.1,165.22,115.51,61.263000000000005,0,2024-11,2024
O01642,2024-01-10,C0720,P0879,S031,In-Store,1,168.21,0.0,168.21,148.84,19.370000000000005,0,2024-01,2024
O01643,2025-02-16,C0574,P0011,S042,In-Store,1,144.13,0.05,136.92,109.16,33.2215,0,2025-02,2025
O01644,2023-06-15,C0160,P0900,S053,In-Store,3,18.92,0.2,45.41,14.57,10.440000000000005,0,2023-06,2023
O01645,2024-04-16,C0447,P0304,Online,Online,2,138.55,0.0,277.1,77.54,122.02000000000001,0,2024-04,2024
O01646,2023-05-02,C0141,P0972,Online,Online,1,113.58,0.0,113.58,81.65,31.929999999999993,0,2023-05,2023
O01647,2023-10-20,C0412,P0849,S019,In-Store,3,111.61,0.1,301.35,66.13,122.796,0,2023-10,2023
O01648,2025-03-02,C0025,P0138,S003,In-Store,2,87.06,0.2,139.3,50.14,59.072,0,2025-03,2025
O01649,2024-01-26,C0682,P0957,Online,Online,2,264.21,0.1,475.58,192.43,129.20399999999995,0,2024-01,2024
O01650,2023-08-30,C0766,P0537,S034,In-Store,1,101.98,0.0,101.98,76.7,25.28,0,2023-08,2023
O01651,2023-04-11,C0576,P0552,S020,In-Store,2,167.38,0.05,318.02,94.4,138.66199999999998,0,2023-04,2023
O01652,2023-10-25,C0724,P0134,S011,In-Store,2,249.13,0.0,498.26,182.16,133.94,0,2023-10,2023
O01653,2024-06-15,C0623,P1027,Online,Online,1,110.09,0.1,99.08,65.53,40.104000000000006,0,2024-06,2024
O01654,2025-02-17,C0612,P1017,S025,In-Store,4,212.78,0.2,680.9,178.39,110.04800000000006,0,2025-02,2025
O01655,2023-05-08,C0663,P0133,Online,Online,3,50.24,0.2,120.58,28.1,53.136,1,2023-05,2023
O01656,2024-08-29,C0424,P0782,S047,In-Store,1,43.61,0.1,39.25,37.29,5.688000000000001,0,2024-08,2024
O01657,2023-06-13,C0391,P0203,Online,Online,1,259.84,0.2,207.87,158.79,80.83999999999999,0,2023-06,2023
O01658,2025-03-04,C0050,P0993,S017,In-Store,2,170.79,0.05,324.5,99.31,135.81199999999998,0,2025-03,2025
O01659,2023-08-26,C0178,P0660,S013,In-Store,2,161.23,0.1,290.21,128.05,59.72399999999996,1,2023-08,2023
O01660,2024-06-05,C0116,P0913,S004,In-Store,2,211.23,0.1,380.21,105.93,189.53999999999996,0,2024-06,2024
O01661,2023-04-21,C0441,P0285,Online,Online,2,86.63,0.2,138.61,74.63,19.200000000000003,0,2023-04,2023
O01662,2024-10-10,C0471,P1107,S006,In-Store,2,333.55,0.0,667.1,181.41,304.28000000000003,0,2024-10,2024
O01663,2023-10-14,C0162,P0056,S042,In-Store,3,103.48,0.1,279.4,53.97,133.67700000000002,0,2023-10,2023
O01664,2023-07-06,C0558,P0171,Online,Online,2,268.46,0.2,429.54,140.33,205.00799999999995,0,2023-07,2023
O01665,2024-03-11,C0114,P0171,S001,In-Store,1,268.46,0.1,241.61,140.33,115.31699999999998,1,2024-03,2024
O01666,2024-06-26,C0520,P0062,S054,In-Store,3,234.63,0.0,703.89,138.0,289.89,0,2024-06,2024
O01667,2024-03-10,C0408,P0532,S008,In-Store,3,49.14,0.05,140.05,28.29,59.4225,0,2024-03,2024
O01668,2023-07-05,C0462,P0729,S047,In-Store,5,183.66,0.05,872.38,92.52,432.91499999999996,0,2023-07,2023
O01669,2025-03-05,C0450,P1038,S059,In-Store,1,95.34,0.0,95.34,65.07,30.27000000000001,1,2025-03,2025
O01670,2023-07-27,C0063,P0052,Online,Online,2,95.71,0.0,191.42,77.06,37.29999999999998,0,2023-07,2023
O01671,2025-01-14,C0327,P0969,S053,In-Store,1,171.98,0.05,163.38,90.71,77.20649999999999,0,2025-01,2025
O01672,2024-10-03,C0389,P1153,Online,Online,2,152.8,0.2,244.48,103.2,79.36000000000001,0,2024-10,2024
O01673,2024-12-29,C0663,P0172,S032,In-Store,1,89.42,0.2,71.54,62.21,21.768,0,2024-12,2024
O01674,2024-11-01,C0604,P0553,S038,In-Store,3,31.56,0.2,75.74,19.59,28.727999999999998,0,2024-11,2024
O01675,2024-04-19,C0516,P0308,S048,In-Store,1,53.99,0.2,43.19,28.91,20.064000000000004,1,2024-04,2024
O01676,2023-05-25,C0686,P0977,S003,In-Store,1,17.0,0.1,15.3,13.56,3.0959999999999996,0,2023-05,2023
O01677,2023-07-12,C0363,P0469,S016,In-Store,1,116.24,0.0,116.24,63.55,52.69,0,2023-07,2023
O01678,2024-07-25,C0433,P0230,S002,In-Store,1,73.43,0.2,58.74,47.04,21.11200000000001,0,2024-07,2024
O01679,2024-09-16,C0657,P0508,Online,Online,2,35.78,0.1,64.4,21.07,26.478,0,2024-09,2024
O01680,2023-07-30,C0707,P1132,S021,In-Store,1,117.68,0.2,94.14,77.83,31.88000000000001,0,2023-07,2023
O01681,2024-04-08,C0797,P0942,S054,In-Store,2,193.87,0.2,310.19,173.54,32.52800000000002,0,2024-04,2024
